indice,asignatura,cod_asignatura,cod_plan,curso_aca,id,cod_tipologia,plan,tipologia,universidad,cod_universidad
3862,Teoría de Números,TEORÍADENÚMEROS5894,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3863,Álgebra Lineal,ÁLGEBRALINEAL7220,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3864,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA3153,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3865,Investigación Operativa,INVESTIGACIÓNOPERATIVA4989,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3866,Inteligencia Artificial,INTELIGENCIAARTIFICIAL8655,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3867,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA4702,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3868,Fundamentos Físicos,FUNDAMENTOSFÍSICOS2986,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3869,Enfermería en Quirófano,ENFERMERÍAENQUIRÓFANO3096,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3870,Inglés Aplicado para la Comunicación en Salud,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD2834,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3871,Diseño Arquitectónico y Patrones,DISEÑOARQUITECTÓNICOYPATRONES8339,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3872,Trabajo de Fin de Máster,TRABAJODEFINDEMÁSTER9285,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3873,Prácticas Externas,PRÁCTICASEXTERNAS6495,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3874,Métodos Estadísticos,MÉTODOSESTADÍSTICOS6750,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3875,Sistema Electrónicos Digitales,SISTEMAELECTRÓNICOSDIGITALES9215,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3876,Ingeniería Logística,INGENIERÍALOGÍSTICA1019,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3877,Sistemas y Tecnologías Despliegue y Mantenimiento,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO7781,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3878,Sistemas Operativos,SISTEMASOPERATIVOS2542,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3879,Ingeniería de Control,INGENIERÍADECONTROL3216,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3880,Fundamentos de Ingeniería del Software,FUNDAMENTOSDEINGENIERÍADELSOFTWARE1005,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3881,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS2991,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3882,Optimización,OPTIMIZACIÓN1429,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3883,Trabajo Fin de Grado,TRABAJOFINDEGRADO5769,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3884,Lenguajes y Paradigmas de Programación,LENGUAJESYPARADIGMASDEPROGRAMACIÓN2534,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3885,Gestión de Comunicación y Conocimiento Empresarial,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL5947,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3886,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS4094,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3887,Fundamentos de Ingeniería Eléctrica,FUNDAMENTOSDEINGENIERÍAELÉCTRICA3282,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3888,Trabajo de Fin de Máster,TRABAJODEFINDEMÁSTER8491,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3889,Educación para la Salud,EDUCACIÓNPARALASALUD8312,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3890,Métodos Estadísticos,MÉTODOSESTADÍSTICOS9473,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3891,Cálculo,CÁLCULO1073,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3892,Ingeniería de Control,INGENIERÍADECONTROL5570,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3893,Gestión de Riesgos en Ingeniería del Software,GESTIÓNDERIESGOSENINGENIERÍADELSOFTWARE8187,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3894,Inglés Aplicado para la Comunicación en Salud,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD2795,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3895,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS6129,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3896,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS9039,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3897,Fisíca 2,FISÍCA23219,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3898,Modelado de Sistemas Software,MODELADODESISTEMASSOFTWARE8861,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3899,Administración de Infraestructuras TIC y Sistemas,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS6441,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3900,Sistemas de Interacción Persona-Computador,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR3792,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3901,Prácticas Clínicas II,PRÁCTICASCLÍNICASII2796,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3902,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES6995,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3903,Enfermería Clinica I,ENFERMERÍACLINICAI2684,Grado-en-Ingeniería-Informática,2021/2022,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3904,Ampliación de Ingeniería Eléctrica,AMPLIACIÓNDEINGENIERÍAELÉCTRICA3535,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3905,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS6137,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3906,Álgebra,ÁLGEBRA1302,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3907,Física 1,FÍSICA19896,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3908,Fundamentos de Ingeniería del Software,FUNDAMENTOSDEINGENIERÍADELSOFTWARE9605,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3909,Cálculo,CÁLCULO2644,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3910,Visión por Computador,VISIÓNPORCOMPUTADOR5744,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3911,Sistemas y Tecnologías Web Servidor,SISTEMASYTECNOLOGÍASWEBSERVIDOR9561,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3912,Automatización Industrial Avanzada,AUTOMATIZACIÓNINDUSTRIALAVANZADA4469,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3913,Ingeniería Logística,INGENIERÍALOGÍSTICA4327,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3914,Tecnología de Procesos de Fabricación,TECNOLOGÍADEPROCESOSDEFABRICACIÓN1991,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3915,Prácticas Clinicas I,PRÁCTICASCLINICASI4177,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3916,Laboratorio de Desarrollo y Herramientas,LABORATORIODEDESARROLLOYHERRAMIENTAS2354,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3917,Estructuras de Computadores,ESTRUCTURASDECOMPUTADORES9539,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3918,Prácticas Clinicas III,PRÁCTICASCLINICASIII9051,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3919,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN3745,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3920,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS9688,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3921,Robótica Computacional,ROBÓTICACOMPUTACIONAL3236,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3922,Computabilidad y Algoritmia,COMPUTABILIDADYALGORITMIA9641,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3923,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES8661,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3924,Sistemas de Interacción Persona-Computador,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR1050,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3925,Ingeniería Fluidomecánica,INGENIERÍAFLUIDOMECÁNICA7710,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3926,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA7748,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3927,Gestión de Comunicación y Conocimiento Empresarial,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL4542,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3928,Farmacología y Diétitica,FARMACOLOGÍAYDIÉTITICA9671,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3929,Tecnología de Procesos de Fabricación,TECNOLOGÍADEPROCESOSDEFABRICACIÓN2771,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3930,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA1225,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3931,Algoritmos y Estructuras de Datos,ALGORITMOSYESTRUCTURASDEDATOS9563,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3932,Robótica Computacional,ROBÓTICACOMPUTACIONAL7697,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3933,Anatomía Humana e Histología,ANATOMÍAHUMANAEHISTOLOGÍA8409,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3934,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS3632,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3935,Fundamentos de Ingeniería del Software,FUNDAMENTOSDEINGENIERÍADELSOFTWARE4856,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3936,Bases Teóricas y Metodológicas de la Enfermería,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA1228,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3937,Informática,INFORMÁTICA7541,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3938,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES5472,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3939,Enfermería Clinica I,ENFERMERÍACLINICAI8695,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3940,Electrónica de Potencia,ELECTRÓNICADEPOTENCIA5584,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3941,Prácticas Clínicas II,PRÁCTICASCLÍNICASII8811,Grado-en-Enfermería,2021/2022,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3942,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA1450,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3943,Electrónica Analógica,ELECTRÓNICAANALÓGICA4704,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3944,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA2923,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3945,Robótica Computacional,ROBÓTICACOMPUTACIONAL8440,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3946,Fisiología y Fisiopatología,FISIOLOGÍAYFISIOPATOLOGÍA3121,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3947,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS3878,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3948,Enfermería Clinica II,ENFERMERÍACLINICAII5404,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3949,Fundamentos de Ingeniería Eléctrica,FUNDAMENTOSDEINGENIERÍAELÉCTRICA3037,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3950,Sistemas y Tecnologías Despliegue y Mantenimiento,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO8748,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3951,Prácticas Clinicas III,PRÁCTICASCLINICASIII8373,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3952,Prácticas Clínicas II,PRÁCTICASCLÍNICASII4904,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3953,Antropología y Bases Teóricas de la Enfermería,ANTROPOLOGÍAYBASESTEÓRICASDELAENFERMERÍA2013,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3954,Prácticas Clinicas III,PRÁCTICASCLINICASIII5444,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3955,Prácticas Clinicas I,PRÁCTICASCLINICASI2121,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3956,Enfermería Comunitaria,ENFERMERÍACOMUNITARIA9917,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3957,Inteligencia Artificial,INTELIGENCIAARTIFICIAL9963,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3958,Gestión de Proyectos Informáticos,GESTIÓNDEPROYECTOSINFORMÁTICOS3869,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3959,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS9475,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3960,Instrumentación Electrónica,INSTRUMENTACIÓNELECTRÓNICA5124,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3961,Diseño Arquitectónico y Patrones,DISEÑOARQUITECTÓNICOYPATRONES6541,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3962,Computación en la Nube,COMPUTACIÓNENLANUBE1539,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3963,Algoritmos y Estructuras de Datos,ALGORITMOSYESTRUCTURASDEDATOS7934,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3964,Prácticas Clinicas IV,PRÁCTICASCLINICASIV9492,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3965,Elasticidad y Resistencia de Materiales,ELASTICIDADYRESISTENCIADEMATERIALES2118,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3966,Instrumentación Electrónica,INSTRUMENTACIÓNELECTRÓNICA2527,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3967,Sistemas y Tecnologías Web Cliente,SISTEMASYTECNOLOGÍASWEBCLIENTE2051,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3968,Electrónica Analógica,ELECTRÓNICAANALÓGICA4894,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3969,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS8687,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3970,Seguridad en Sistemas y Tecnologías Web,SEGURIDADENSISTEMASYTECNOLOGÍASWEB9609,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3971,Enfermería Clinica II,ENFERMERÍACLINICAII2010,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3972,Habilidades Interpersonales y Comunicación,HABILIDADESINTERPERSONALESYCOMUNICACIÓN2229,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3973,Diseño Arquitectónico y Patrones,DISEÑOARQUITECTÓNICOYPATRONES6611,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3974,Fundamentos de Ingeniería Eléctrica,FUNDAMENTOSDEINGENIERÍAELÉCTRICA9097,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3975,Inteligencia Emocional,INTELIGENCIAEMOCIONAL2144,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3976,Enfermería Clinica I,ENFERMERÍACLINICAI1085,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3977,Automatización Industrial Avanzada,AUTOMATIZACIÓNINDUSTRIALAVANZADA7459,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3978,Sistemas y Tecnologías Web Servidor,SISTEMASYTECNOLOGÍASWEBSERVIDOR4967,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3979,Prácticas Clinicas IV,PRÁCTICASCLINICASIV5815,Máster-Universitario-en-Ingeniería-Informática,2021/2022,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3980,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS9302,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3981,Administración y Diseño de Bases de Datos,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS7977,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3982,Modelado y Simulación de Sistemas,MODELADOYSIMULACIÓNDESISTEMAS6995,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
