indice,asignatura,calif_numerica,calif,cod_asig,cod_plan,conv,curso_aca,id,plan,universidad,cod_universidad
4332,Fisiología y Fisiopatología,7.47,Aprobado,FISIOLOGÍAYFISIOPATOLOGÍA1635,Grado-en-Ingeniería-Electrónica,Septiembre,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4333,Principios de Computadores,9.49,Aprobado,PRINCIPIOSDECOMPUTADORES7077,Grado-en-Ingeniería-Electrónica,Septiembre,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4334,Lenguajes y Paradigmas de Programación,5.12,Aprobado,LENGUAJESYPARADIGMASDEPROGRAMACIÓN9355,Grado-en-Ingeniería-Electrónica,Junio,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4335,Administración de Infraestructuras TIC y Sistemas,9.07,Aprobado,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS1737,Grado-en-Ingeniería-Electrónica,Junio,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4336,Bases de Datos,8.46,Aprobado,BASESDEDATOS1767,Grado-en-Ingeniería-Informática,Julio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4337,Fundamentos de Ingeniería Electrónica,9.38,Aprobado,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA4693,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4338,Fundamentos Químicos en la Ingeniería,9.26,Aprobado,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA2382,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4339,Enfermería Comunitaria,8.52,Aprobado,ENFERMERÍACOMUNITARIA2602,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4340,Enfermería Clinica II,8.62,Aprobado,ENFERMERÍACLINICAII3115,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4341,Modelado de Sistemas Software,8.41,Aprobado,MODELADODESISTEMASSOFTWARE5641,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4342,Inteligencia Emocional,6.46,Aprobado,INTELIGENCIAEMOCIONAL1062,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4343,Algoritmos y Estructuras de Datos,8.45,Aprobado,ALGORITMOSYESTRUCTURASDEDATOS7420,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4344,Organización y Gestión de Proyectos,5.3,Aprobado,ORGANIZACIÓNYGESTIÓNDEPROYECTOS9290,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4345,Trabajo Fin de Grado,8.37,Aprobado,TRABAJOFINDEGRADO1134,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4346,Fundamentos de Ingeniería Eléctrica,7.27,Aprobado,FUNDAMENTOSDEINGENIERÍAELÉCTRICA8054,Grado-en-Ingeniería-Informática,Julio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4347,Seguridad en Sistemas y Tecnologías Web,6.91,Aprobado,SEGURIDADENSISTEMASYTECNOLOGÍASWEB9263,Grado-en-Ingeniería-Informática,Julio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4348,Inteligencia Emocional,8.79,Aprobado,INTELIGENCIAEMOCIONAL1222,Grado-en-Ingeniería-Informática,Julio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4349,Ánalisis de Datos Masivos,8.12,Aprobado,ÁNALISISDEDATOSMASIVOS9426,Grado-en-Ingeniería-Informática,Junio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4350,Ingeniería Logística,6.96,Aprobado,INGENIERÍALOGÍSTICA2904,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4351,Expresión Gráfica para la Ingeniería,6.77,Aprobado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA7701,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4352,Electrónica de Potencia,7.33,Aprobado,ELECTRÓNICADEPOTENCIA7760,Grado-en-Ingeniería-Informática,Julio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4353,Fundamentos de Ingeniería del Software,9.17,Aprobado,FUNDAMENTOSDEINGENIERÍADELSOFTWARE5898,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4354,Ingeniería Térmica,8.15,Aprobado,INGENIERÍATÉRMICA8850,Grado-en-Ingeniería-Informática,Junio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4355,Administración de Sistemas,9.62,Aprobado,ADMINISTRACIÓNDESISTEMAS4815,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4356,Sistemas y Tecnologías Web Cliente,7.6,Aprobado,SISTEMASYTECNOLOGÍASWEBCLIENTE9700,Grado-en-Ingeniería-Informática,Julio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4357,Proyectos de Instalaciones,5.74,Aprobado,PROYECTOSDEINSTALACIONES8449,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4358,Prácticas Externas,7.42,Aprobado,PRÁCTICASEXTERNAS7577,Grado-en-Ingeniería-Informática,Julio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4359,Preveción de Riesgos Laborales,5.49,Aprobado,PREVECIÓNDERIESGOSLABORALES2110,Grado-en-Ingeniería-Informática,Junio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4360,Inglés Técnico,7.25,Aprobado,INGLÉSTÉCNICO1444,Grado-en-Ingeniería-Informática,Julio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4361,Anatomía Humana e Histología,9.67,Aprobado,ANATOMÍAHUMANAEHISTOLOGÍA1253,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4362,Gestión de la Calidad,5.32,Aprobado,GESTIÓNDELACALIDAD6175,Grado-en-Ingeniería-Informática,Junio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4363,Seguridad en Sistemas y Tecnologías Web,8.06,Aprobado,SEGURIDADENSISTEMASYTECNOLOGÍASWEB3734,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4364,Visión por Computador,5.74,Aprobado,VISIÓNPORCOMPUTADOR5632,Grado-en-Ingeniería-Informática,Julio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4365,Optimización,5.11,Aprobado,OPTIMIZACIÓN2449,Grado-en-Ingeniería-Informática,Junio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4366,Administración y Diseño de Bases de Datos,9.05,Aprobado,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS9352,Grado-en-Ingeniería-Informática,Junio,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4367,Diseño Arquitectónico y Patrones,7.88,Aprobado,DISEÑOARQUITECTÓNICOYPATRONES8872,Grado-en-Ingeniería-Informática,Junio,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4368,Antropología y Bases Teóricas de la Enfermería,8.83,Aprobado,ANTROPOLOGÍAYBASESTEÓRICASDELAENFERMERÍA2794,Grado-en-Ingeniería-Informática,Junio,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4369,Física 1,5.95,Aprobado,FÍSICA18948,Grado-en-Ingeniería-Informática,Junio,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4370,Electrónica de Potencia,8.56,Aprobado,ELECTRÓNICADEPOTENCIA4776,Grado-en-Ingeniería-Informática,Junio,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4371,Expresión Gráfica,8.28,Aprobado,EXPRESIÓNGRÁFICA7839,Grado-en-Ingeniería-Informática,Septiembre,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4372,Sistemas de Interacción Persona-Computador,6.59,Aprobado,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR3420,Grado-en-Ingeniería-Informática,Julio,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4373,Ingeniería Térmica,7.03,Aprobado,INGENIERÍATÉRMICA9395,Grado-en-Ingeniería-Informática,Julio,2021/2022,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
4374,Sistemas y Tecnologías Web Cliente,9.42,Aprobado,SISTEMASYTECNOLOGÍASWEBCLIENTE8517,Grado-en-Ingeniería-Informática,Julio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4375,Preveción de Riesgos Laborales,9.28,Aprobado,PREVECIÓNDERIESGOSLABORALES9896,Grado-en-Ingeniería-Informática,Julio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4376,Modelado de Sistemas Software,6.31,Aprobado,MODELADODESISTEMASSOFTWARE6899,Grado-en-Ingeniería-Informática,Junio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4377,Tecnología de Procesos de Fabricación,7.07,Aprobado,TECNOLOGÍADEPROCESOSDEFABRICACIÓN3484,Grado-en-Ingeniería-Informática,Julio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4378,Enfermería Clinica I,8.59,Aprobado,ENFERMERÍACLINICAI9067,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4379,Antropología y Bases Teóricas de la Enfermería,9.53,Aprobado,ANTROPOLOGÍAYBASESTEÓRICASDELAENFERMERÍA8795,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4380,Elasticidad y Resistencia de Materiales,5.84,Aprobado,ELASTICIDADYRESISTENCIADEMATERIALES8137,Grado-en-Ingeniería-Informática,Julio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4381,Principios de Computadores,8.26,Aprobado,PRINCIPIOSDECOMPUTADORES5329,Grado-en-Ingeniería-Informática,Julio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4382,Enfermería Comunitaria,9.28,Aprobado,ENFERMERÍACOMUNITARIA6791,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4383,Bioquímica y Nutrición,5.52,Aprobado,BIOQUÍMICAYNUTRICIÓN5277,Grado-en-Ingeniería-Informática,Junio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4384,Fisíca 2,5.34,Aprobado,FISÍCA28169,Grado-en-Ingeniería-Informática,Junio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4385,Métodos Estadísticos,8.73,Aprobado,MÉTODOSESTADÍSTICOS9817,Grado-en-Ingeniería-Informática,Junio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4386,Prácticas Clinicas I,6.91,Aprobado,PRÁCTICASCLINICASI7871,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4387,Enfermería Clinica Avanzada,7.31,Aprobado,ENFERMERÍACLINICAAVANZADA7646,Grado-en-Ingeniería-Informática,Julio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4388,Sistemas y Técnologías Web Arquitectura,9.16,Aprobado,SISTEMASYTÉCNOLOGÍASWEBARQUITECTURA3127,Grado-en-Ingeniería-Informática,Junio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4389,Fundamentos Químicos en la Ingeniería,6.58,Aprobado,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA7806,Grado-en-Ingeniería-Informática,Julio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4390,Ingeniería Térmica,5.54,Aprobado,INGENIERÍATÉRMICA2127,Grado-en-Ingeniería-Informática,Junio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4391,Enfermería Clinica Avanzada I,7.44,Aprobado,ENFERMERÍACLINICAAVANZADAI7801,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4392,Gestión de Proyectos Informáticos,8.96,Aprobado,GESTIÓNDEPROYECTOSINFORMÁTICOS8153,Grado-en-Ingeniería-Informática,Junio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4393,Ciencias Psicosociales Aplicadas,8.19,Aprobado,CIENCIASPSICOSOCIALESAPLICADAS8588,Grado-en-Ingeniería-Informática,Junio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4394,Física 1,6.31,Aprobado,FÍSICA18144,Grado-en-Ingeniería-Informática,Junio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4395,Código Deontológico y Aspectos Legales,8.58,Aprobado,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES2872,Grado-en-Ingeniería-Informática,Julio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4396,Enfermería en Quirófano,7.91,Aprobado,ENFERMERÍAENQUIRÓFANO9512,Grado-en-Ingeniería-Informática,Junio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4397,Inglés Técnico,9.71,Aprobado,INGLÉSTÉCNICO7250,Grado-en-Ingeniería-Informática,Junio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4398,Habilidades Interpersonales y Comunicación,9.38,Aprobado,HABILIDADESINTERPERSONALESYCOMUNICACIÓN5112,Grado-en-Ingeniería-Informática,Junio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4399,Inteligencia Emocional,7.15,Aprobado,INTELIGENCIAEMOCIONAL9479,Grado-en-Ingeniería-Informática,Junio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4400,Prácticas Clinicas I,6.47,Aprobado,PRÁCTICASCLINICASI2181,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4401,Proyectos de Instalaciones,7.81,Aprobado,PROYECTOSDEINSTALACIONES1363,Grado-en-Ingeniería-Informática,Julio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4402,Bioquímica y Nutrición,9.0,Aprobado,BIOQUÍMICAYNUTRICIÓN4387,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4403,Computabilidad y Algoritmia,9.19,Aprobado,COMPUTABILIDADYALGORITMIA3183,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4404,Bases de Datos,7.78,Aprobado,BASESDEDATOS7314,Grado-en-Ingeniería-Informática,Julio,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4405,Farmacología y Diétitica,8.86,Aprobado,FARMACOLOGÍAYDIÉTITICA5033,Grado-en-Ingeniería-Informática,Julio,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4406,Física 1,9.95,Aprobado,FÍSICA16086,Grado-en-Ingeniería-Informática,Julio,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4407,Fundamentos de Ingeniería del Software,8.52,Aprobado,FUNDAMENTOSDEINGENIERÍADELSOFTWARE6147,Grado-en-Ingeniería-Informática,Julio,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4408,Expresión Gráfica para la Ingeniería,5.69,Aprobado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA1518,Grado-en-Ingeniería-Informática,Julio,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4409,Sistemas y Tecnologías Despliegue y Mantenimiento,5.03,Aprobado,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO3639,Grado-en-Ingeniería-Informática,Julio,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4410,Educación para la Salud,8.65,Aprobado,EDUCACIÓNPARALASALUD7792,Grado-en-Ingeniería-Informática,Septiembre,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4411,Enfermería de la Infancia y Adolescencia,6.18,Aprobado,ENFERMERÍADELAINFANCIAYADOLESCENCIA6824,Grado-en-Ingeniería-Informática,Junio,2021/2022,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
4412,Expresión Gráfica para la Ingeniería,5.65,Aprobado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA7026,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4413,Código Deontológico y Aspectos Legales,6.56,Aprobado,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES3019,Grado-en-Ingeniería-Informática,Julio,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4414,Organización y Gestión de Proyectos,6.04,Aprobado,ORGANIZACIÓNYGESTIÓNDEPROYECTOS6711,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4415,Sistemas Electrónicos Digitales,9.2,Aprobado,SISTEMASELECTRÓNICOSDIGITALES4381,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4416,Ingeniería de Materiales,8.43,Aprobado,INGENIERÍADEMATERIALES9228,Grado-en-Ingeniería-Informática,Junio,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4417,Métodos Estadísticos,7.81,Aprobado,MÉTODOSESTADÍSTICOS7849,Grado-en-Ingeniería-Informática,Junio,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4418,Dirección y Gestión de Proyectos,5.59,Aprobado,DIRECCIÓNYGESTIÓNDEPROYECTOS5997,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4419,Bases de Datos,7.59,Aprobado,BASESDEDATOS9238,Grado-en-Ingeniería-Informática,Junio,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4420,Diseño Arquitectónico y Patrones,7.57,Aprobado,DISEÑOARQUITECTÓNICOYPATRONES5746,Grado-en-Ingeniería-Informática,Julio,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4421,Trabajo Fin de Grado,9.53,Aprobado,TRABAJOFINDEGRADO3197,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4422,Fundamentos Matemáticos,9.18,Aprobado,FUNDAMENTOSMATEMÁTICOS5337,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4423,Sistemas y Tecnologías Web Servidor,7.28,Aprobado,SISTEMASYTECNOLOGÍASWEBSERVIDOR3225,Grado-en-Ingeniería-Informática,Junio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4424,Sistemas de Comunicación,8.97,Aprobado,SISTEMASDECOMUNICACIÓN1612,Grado-en-Ingeniería-Informática,Julio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4425,Antropología y Bases Teóricas de la Enfermería,6.6,Aprobado,ANTROPOLOGÍAYBASESTEÓRICASDELAENFERMERÍA6781,Grado-en-Ingeniería-Informática,Julio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4426,Expresión Gráfica para la Ingeniería,7.48,Aprobado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA5427,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4427,Sistemas y Técnologías Web Arquitectura,7.45,Aprobado,SISTEMASYTÉCNOLOGÍASWEBARQUITECTURA9041,Grado-en-Ingeniería-Informática,Julio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4428,Cálculo,7.15,Aprobado,CÁLCULO4335,Grado-en-Ingeniería-Informática,Julio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4429,Investigación y Enfermería,7.43,Aprobado,INVESTIGACIÓNYENFERMERÍA6327,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4430,Gestión de la Calidad,5.48,Aprobado,GESTIÓNDELACALIDAD6040,Grado-en-Ingeniería-Informática,Junio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4431,Modelado de Sistemas Software,8.43,Aprobado,MODELADODESISTEMASSOFTWARE6229,Grado-en-Ingeniería-Informática,Junio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4432,Inteligencia Emocional,8.66,Aprobado,INTELIGENCIAEMOCIONAL4950,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4433,Administración de Sistemas,8.32,Aprobado,ADMINISTRACIÓNDESISTEMAS7972,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4434,Modelado de Datos,6.36,Aprobado,MODELADODEDATOS4029,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4435,Prácticas Clínicas II,9.15,Aprobado,PRÁCTICASCLÍNICASII5466,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4436,Ingeniería Térmica,9.85,Aprobado,INGENIERÍATÉRMICA7368,Grado-en-Ingeniería-Informática,Julio,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4437,Informática,7.12,Aprobado,INFORMÁTICA5105,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4438,Expresión Gráfica,9.52,Aprobado,EXPRESIÓNGRÁFICA6151,Grado-en-Ingeniería-Informática,Junio,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4439,Ingeniería Fluidomecánica,8.22,Aprobado,INGENIERÍAFLUIDOMECÁNICA8507,Grado-en-Ingeniería-Informática,Junio,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4440,Fundamentos de Ingeniería Eléctrica,7.99,Aprobado,FUNDAMENTOSDEINGENIERÍAELÉCTRICA4332,Grado-en-Ingeniería-Informática,Julio,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4441,Optimización,5.73,Aprobado,OPTIMIZACIÓN4847,Grado-en-Ingeniería-Informática,Julio,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4442,Expresión Gráfica para la Ingeniería,7.97,Aprobado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA4093,Grado-en-Ingeniería-Informática,Septiembre,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4443,Habilidades Interpersonales y Comunicación,8.25,Aprobado,HABILIDADESINTERPERSONALESYCOMUNICACIÓN2886,Grado-en-Ingeniería-Informática,Julio,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4444,Diseño Arquitectónico y Patrones,9.18,Aprobado,DISEÑOARQUITECTÓNICOYPATRONES1325,Grado-en-Ingeniería-Informática,Julio,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4445,Administración de Sistemas,6.59,Aprobado,ADMINISTRACIÓNDESISTEMAS5770,Grado-en-Ingeniería-Informática,Septiembre,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4446,Normativa y Regulación,8.27,Aprobado,NORMATIVAYREGULACIÓN7748,Grado-en-Ingeniería-Informática,Julio,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4447,Fundamentos de Ingeniería Eléctrica,8.06,Aprobado,FUNDAMENTOSDEINGENIERÍAELÉCTRICA7136,Grado-en-Ingeniería-Informática,Septiembre,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4448,Modelado de Datos,6.82,Aprobado,MODELADODEDATOS6500,Grado-en-Ingeniería-Informática,Junio,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4449,Bases Teóricas y Metodológicas de la Enfermería,7.99,Aprobado,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA8588,Grado-en-Ingeniería-Informática,Septiembre,2021/2022,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
4450,Geometría,5.09,Aprobado,GEOMETRÍA7435,Grado-en-Matemáticas-Aplicadas,Junio,2018/2019,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
